lineno	LN_TK_SN	tkcode	tkval	tag	highlevel
17	31	TT_NUMBER	169	L17SQ31	
17	32	TT_NUMBER	-675	L17SQ32	
18	33	TT_EOL	N/P	L18SQ33	
18	0	58	:	L18SQ0	
18	1	58	:	L18SQ1	
18	2	58	:	L18SQ2	
19	3	TT_EOL	N/P	L19SQ3	
19	0	58	:	L19SQ0	
19	1	58	:	L19SQ1	
19	2	TT_WORD	Percent	L19SQ2	
19	3	TT_WORD	of	L19SQ3	
19	4	TT_WORD	Open	L19SQ4	
19	5	TT_WORD	Interest	L19SQ5	
19	6	TT_WORD	Represented	L19SQ6	
19	7	TT_WORD	by	L19SQ7	
19	8	TT_WORD	Each	L19SQ8	
19	9	TT_WORD	Category	L19SQ9	
19	10	TT_WORD	of	L19SQ10	
19	11	TT_WORD	Trader	L19SQ11	
19	12	58	:	L19SQ12	
20	13	TT_EOL	N/P	L20SQ13	
20	0	TT_WORD	All	L20SQ0	
20	1	58	:	L20SQ1	
20	2	TT_NUMBER	100	L20SQ2	
20	3	58	:	L20SQ3	
20	4	TT_NUMBER	17	L20SQ4	
20	5	TT_NUMBER	11.1	L20SQ5	
20	6	TT_NUMBER	15.4	L20SQ6	
20	7	TT_NUMBER	1	L20SQ7	
20	8	TT_NUMBER	3.1	L20SQ8	
20	9	TT_NUMBER	12.7	L20SQ9	
20	10	TT_NUMBER	40	L20SQ10	
20	11	TT_NUMBER	15.3	L20SQ11	
20	12	TT_NUMBER	8	L20SQ12	
20	13	TT_NUMBER	2.9	L20SQ13	
20	14	TT_NUMBER	18.8	L20SQ14	
20	15	58	:	L20SQ15	
20	16	TT_NUMBER	9.8	L20SQ16	
20	17	TT_NUMBER	7.9	L20SQ17	
21	18	TT_EOL	N/P	L21SQ18	
21	0	TT_WORD	Old	L21SQ0	
21	1	58	:	L21SQ1	
21	2	TT_NUMBER	100	L21SQ2	
21	3	58	:	L21SQ3	
21	4	TT_NUMBER	16.9	L21SQ4	
21	5	TT_NUMBER	10.8	L21SQ5	
21	6	TT_NUMBER	15.4	L21SQ6	
21	7	TT_NUMBER	0.9	L21SQ7	
21	8	TT_NUMBER	3	L21SQ8	
21	9	TT_NUMBER	12.8	L21SQ9	
21	10	TT_NUMBER	40.3	L21SQ10	
21	11	TT_NUMBER	15.4	L21SQ11	
21	12	TT_NUMBER	8.2	L21SQ12	
21	13	TT_NUMBER	3.2	L21SQ13	
21	14	TT_NUMBER	18.5	L21SQ14	
21	15	58	:	L21SQ15	
21	16	TT_NUMBER	9.7	L21SQ16	
21	17	TT_NUMBER	7.8	L21SQ17	
22	18	TT_EOL	N/P	L22SQ18	
22	0	TT_WORD	Other	L22SQ0	
22	1	58	:	L22SQ1	
22	2	TT_NUMBER	100	L22SQ2	
22	3	58	:	L22SQ3	
22	4	TT_NUMBER	18.2	L22SQ4	
22	5	TT_NUMBER	32.4	L22SQ5	
22	6	TT_NUMBER	17.6	L22SQ6	
22	7	TT_NUMBER	6.7	L22SQ7	
22	8	TT_NUMBER	1.6	L22SQ8	
22	9	TT_NUMBER	8.9	L22SQ9	
22	10	TT_NUMBER	20.1	L22SQ10	
22	11	TT_NUMBER	0	L22SQ11	
22	12	TT_NUMBER	26.1	L22SQ12	
22	13	TT_NUMBER	11.3	L22SQ13	
22	14	TT_NUMBER	9.2	L22SQ14	
22	15	58	:	L22SQ15	
22	16	TT_NUMBER	18.4	L22SQ16	
22	17	TT_NUMBER	18.7	L22SQ17	
23	18	TT_EOL	N/P	L23SQ18	
23	0	58	:	L23SQ0	
23	1	58	:	L23SQ1	
23	2	58	:	L23SQ2	
24	3	TT_EOL	N/P	L24SQ3	
24	0	58	:	L24SQ0	
24	1	58	:	L24SQ1	
24	2	TT_WORD	Number	L24SQ2	
24	3	TT_WORD	of	L24SQ3	
24	4	TT_WORD	Traders	L24SQ4	
24	5	TT_WORD	in	L24SQ5	
24	6	TT_WORD	Each	L24SQ6	
24	7	TT_WORD	Category	L24SQ7	
24	8	58	:	L24SQ8	
25	9	TT_EOL	N/P	L25SQ9	
25	0	TT_WORD	All	L25SQ0	
25	1	58	:	L25SQ1	
25	2	TT_NUMBER	376	L25SQ2	
25	3	58	:	L25SQ3	
25	4	TT_NUMBER	80	L25SQ4	
25	5	TT_NUMBER	69	L25SQ5	
25	6	TT_NUMBER	24	L25SQ6	
25	7	TT_NUMBER	5	L25SQ7	
25	8	TT_NUMBER	21	L25SQ8	
25	9	TT_NUMBER	53	L25SQ9	
25	10	TT_NUMBER	81	L25SQ10	
25	11	TT_NUMBER	70	L25SQ11	
25	12	TT_NUMBER	70	L25SQ12	
25	13	TT_NUMBER	41	L25SQ13	
25	14	TT_NUMBER	63	L25SQ14	
25	15	58	:	L25SQ15	
26	16	TT_EOL	N/P	L26SQ16	
26	0	TT_WORD	Old	L26SQ0	
26	1	58	:	L26SQ1	
26	2	TT_NUMBER	376	L26SQ2	
26	3	58	:	L26SQ3	
26	4	TT_NUMBER	80	L26SQ4	
26	5	TT_NUMBER	68	L26SQ5	
26	6	TT_NUMBER	24	L26SQ6	
26	7	TT_NUMBER	5	L26SQ7	
26	8	TT_NUMBER	21	L26SQ8	
26	9	TT_NUMBER	53	L26SQ9	
26	10	TT_NUMBER	81	L26SQ10	
26	11	TT_NUMBER	70	L26SQ11	
26	12	TT_NUMBER	72	L26SQ12	
26	13	TT_NUMBER	40	L26SQ13	
26	14	TT_NUMBER	63	L26SQ14	
26	15	58	:	L26SQ15	
27	16	TT_EOL	N/P	L27SQ16	
27	0	TT_WORD	Other	L27SQ0	
27	1	58	:	L27SQ1	
27	2	TT_NUMBER	75	L27SQ2	
27	3	58	:	L27SQ3	
27	4	TT_NUMBER	13	L27SQ4	
27	5	TT_NUMBER	25	L27SQ5	
27	6	TT_NUMBER	10	L27SQ6	
27	7	TT_NUMBER	5	L27SQ7	
27	8	TT_NUMBER	0	L27SQ8	
27	9	TT_NUMBER	5	L27SQ9	
27	10	TT_NUMBER	6	L27SQ10	
27	11	TT_NUMBER	0	L27SQ11	
27	12	TT_NUMBER	4	L27SQ12	
27	13	TT_NUMBER	11	L27SQ13	
27	14	TT_NUMBER	10	L27SQ14	
27	15	58	:	L27SQ15	
28	16	TT_EOL	N/P	L28SQ16	
28	0	58	:	L28SQ0	
28	1	45	-	L28SQ1	
28	2	45	-	L28SQ2	
28	3	45	-	L28SQ3	
28	4	45	-	L28SQ4	
28	5	45	-	L28SQ5	
28	6	45	-	L28SQ6	
28	7	45	-	L28SQ7	
28	8	45	-	L28SQ8	
28	9	45	-	L28SQ9	
28	10	45	-	L28SQ10	
28	11	45	-	L28SQ11	
28	12	45	-	L28SQ12	
28	13	45	-	L28SQ13	
28	14	45	-	L28SQ14	
28	15	45	-	L28SQ15	
28	16	45	-	L28SQ16	
28	17	45	-	L28SQ17	
28	18	45	-	L28SQ18	
28	19	45	-	L28SQ19	
28	20	45	-	L28SQ20	
28	21	45	-	L28SQ21	
28	22	45	-	L28SQ22	
28	23	45	-	L28SQ23	
28	24	45	-	L28SQ24	
28	25	45	-	L28SQ25	
28	26	45	-	L28SQ26	
